Title,trackId,Popularity,Artist,artistId,Top Year,Genre,Speechiness,Acousticness,Liveness,Danceability,Energy,Loudness,Valence,Duration,BPM,ImageURL,SpotifyURL,Release Date
Pack Up,5YWP23fhLuBR7adVav91Nb,39,Eliza Doolittle,14L5rpGTLVUz1pD8fUeJB1,2010,lilith,0.0751,0.296,0.211,0.671,0.808,-5.691,0.867,191027,133.031,https://i.scdn.co/image/ab67616d0000b2731c8bf5ab0ca4ec9be5ffe022,https://open.spotify.com/track/5YWP23fhLuBR7adVav91Nb,2010
Heartbreak Warfare,4gs07VlJST4bdxGbBsXVue,64,John Mayer,0hEurMDQu99nJRq8pTxO14,2010,neo mellow,0.0225,0.191,0.299,0.624,0.554,-8.113,0.311,269720,97.031,https://i.scdn.co/image/ab67616d0000b2731e3dbe4453ed61633c472fbe,https://open.spotify.com/track/4gs07VlJST4bdxGbBsXVue,2009
How Low,1WtTLtofvcjQM3sXSMkDdX,62,Ludacris,3ipn9JLAPI5GUEo4y4jcoi,2010,atl hip hop,0.0533,0.00248,0.224,0.785,0.498,-6.977,0.418,201587,143.96,https://i.scdn.co/image/ab67616d0000b2739bfafd29c34d738803a6a033,https://open.spotify.com/track/1WtTLtofvcjQM3sXSMkDdX,2010
Barbra Streisand (Radio Edit),5pYlc1vQ6999WU43WzF4SR,57,Duck Sauce,0q8J3Yj810t5cpAYEJ7gxt,2010,disco house,0.0969,0.000737,0.218,0.763,0.925,-1.997,0.455,194531,127.95,https://i.scdn.co/image/ab67616d0000b2731e441ba6187c0e39c896d821,https://open.spotify.com/track/5pYlc1vQ6999WU43WzF4SR,2010
Commander,31zeLcKH2x3UCMHT75Gk5C,44,Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,2010,atl hip hop,0.138,0.0173,0.362,0.395,0.876,-3.859,0.567,218107,124.638,https://i.scdn.co/image/ab67616d0000b273363df28fe6485fa12eef8d45,https://open.spotify.com/track/31zeLcKH2x3UCMHT75Gk5C,2011
Alejandro,1HHeOs6zRdF8Ck58easiAY,72,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2010,art pop,0.0462,0.000397,0.375,0.623,0.793,-6.63,0.36,274213,98.998,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa,https://open.spotify.com/track/1HHeOs6zRdF8Ck58easiAY,2009
Today Was A Fairytale,4pFvEWbjBpPUdYRQly0THs,51,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2010,pop,0.0319,0.0307,0.167,0.491,0.703,-4.5,0.344,242480,157.988,https://i.scdn.co/image/ab67616d0000b2738d3b185c6a110a479e01e3c4,https://open.spotify.com/track/4pFvEWbjBpPUdYRQly0THs,2011
Riverside,1II1g6PBUuTQBdMnFwXryk,36,Sidney Samson,3XonXgjEAAXVl0WKLF1Z4g,2010,dutch house,0.0451,0.000319,0.127,0.804,0.976,-2.453,0.291,321071,126.015,https://i.scdn.co/image/ab67616d0000b273506d57b51592a8fe2f392c2d,https://open.spotify.com/track/1II1g6PBUuTQBdMnFwXryk,2009
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,5ZFVacinyPxz19eK2vTodL,46,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,2010,dance pop,0.0674,0.00237,0.402,0.736,0.929,-5.89,0.658,206461,125.03,https://i.scdn.co/image/ab67616d0000b2733ce578a2506275604c9dbc87,https://open.spotify.com/track/5ZFVacinyPxz19eK2vTodL,2010
She Said,6wH485H4wsmKWCZSDs3eCW,33,Plan B,7qlh1IM1XMeQXA9ukp59au,2010,grime,0.137,0.303,0.164,0.719,0.537,-6.301,0.833,210867,146.975,https://i.scdn.co/image/ab67616d0000b273706615454f8c1f157218fe3f,https://open.spotify.com/track/6wH485H4wsmKWCZSDs3eCW,2010
Break Your Heart,7ElF5zxOwYP4qVSWVvse3W,74,Taio Cruz,6MF9fzBmfXghAz953czmBC,2010,dance pop,0.0314,0.0327,0.0909,0.607,0.934,-4.217,0.568,201547,122.01,https://i.scdn.co/image/ab67616d0000b27366c3eb32692a0ae487079cf1,https://open.spotify.com/track/7ElF5zxOwYP4qVSWVvse3W,2010
Impossible,1T8PwF3JhIiWwBhun23RNe,69,Shontelle,4M6Z1wubeKtwPqbjJygTOc,2010,barbadian pop,0.0334,0.385,0.125,0.6,0.624,-3.631,0.529,226533,90.036,https://i.scdn.co/image/ab67616d0000b2737bfc8563a5029026580e602c,https://open.spotify.com/track/1T8PwF3JhIiWwBhun23RNe,2010
In My Head,5BoIP8Eha5hwmRVURkC2Us,62,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,2010,dance pop,0.033,0.0266,0.348,0.762,0.748,-4.15,0.851,199027,110.009,https://i.scdn.co/image/ab67616d0000b273c7b1b93cd2dcb8d528a30a1d,https://open.spotify.com/track/5BoIP8Eha5hwmRVURkC2Us,2010
"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,81,Train,3FUY2gzHeIiaesXtOAdB7A,2010,dance pop,0.0431,0.185,0.0826,0.673,0.886,-4.44,0.795,216773,97.012,https://i.scdn.co/image/ab67616d0000b2736ff8bc258e3ebc835ffe14ca,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv,2010
I Need A Dollar,3oUphdZVPyrsprZ8FgbmQS,66,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,2010,alternative hip hop,0.0336,0.199,0.0873,0.84,0.481,-7.123,0.955,243053,95.497,https://i.scdn.co/image/ab67616d0000b273d90d47a95e1a22e4ed24c318,https://open.spotify.com/track/3oUphdZVPyrsprZ8FgbmQS,2010
Wavin' Flag,0zREtnLmVnt8KUJZZbSdla,60,K'NAAN,7pGyQZx9thVa8GxMBeXscB,2010,pop rap,0.0729,0.13,0.238,0.625,0.699,-6.416,0.717,220520,75.974,https://i.scdn.co/image/ab67616d0000b273a3a8f20705f6f1d9adf84551,https://open.spotify.com/track/0zREtnLmVnt8KUJZZbSdla,2009
Hot - Malibu Breeze Radio Edit,1DX5Jc2m1b3VVtA3lfZ1yC,37,INNA,2w9zwq3AktTeYYMuhMjju8,2010,dance pop,0.139,0.0599,0.262,0.808,0.705,-7.884,0.505,223813,127.929,https://i.scdn.co/image/ab67616d0000b27336a1e0534476374d1e306d0d,https://open.spotify.com/track/1DX5Jc2m1b3VVtA3lfZ1yC,2010
Airplanes (feat. Hayley Williams of Paramore),6lV2MSQmRIkycDScNtrBXO,75,B.o.B,5ndkK3dpZLKtBklKjxNQwT,2010,atl hip hop,0.116,0.11,0.0368,0.66,0.867,-4.285,0.377,180480,93.033,https://i.scdn.co/image/ab67616d0000b273484d121f0e2d2caf87d5d10b,https://open.spotify.com/track/6lV2MSQmRIkycDScNtrBXO,2010
Just A Dream,3ZdJffjzJWFimSQyxgGIxN,74,Nelly,2gBjLmx6zQnFGQJCAQpRgw,2010,dance pop,0.0305,0.0421,0.12,0.531,0.752,-6.161,0.103,237800,89.917,https://i.scdn.co/image/ab67616d0000b273ad198c2dfdaf6b7fdc460df7,https://open.spotify.com/track/3ZdJffjzJWFimSQyxgGIxN,2010
Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,78,Don Omar,33ScadVnbm2X8kkUqOkC6Z,2010,latin hip hop,0.28,0.0846,0.0503,0.4,0.915,-4.89,0.878,198773,88.917,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,2010
If I Die Young,4u26EevCNXMhlvE1xFBJwX,67,The Band Perry,75FnCoo4FBxH5K1Rrx0k5A,2010,contemporary country,0.0277,0.348,0.275,0.606,0.497,-6.611,0.362,222773,130.739,https://i.scdn.co/image/ab67616d0000b2735726e327fd968a6fb5974350,https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX,2010
Stereo Love - Radio Edit,1AguHaKOuggrVTebp7cZEI,67,Edward Maya,6XwwFnewNgWp81MYMK8zLq,2010,dance pop,0.0322,0.0346,0.0757,0.799,0.783,-3.896,0.586,184573,127.041,https://i.scdn.co/image/ab67616d0000b273d629ba472bce9c426eb1fdc4,https://open.spotify.com/track/1AguHaKOuggrVTebp7cZEI,2010
Try Sleeping with a Broken Heart,1yK9LISg5uBOOW5bT2Wm0i,60,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,2010,hip pop,0.112,0.158,0.13,0.496,0.821,-5.155,0.549,249013,110.977,https://i.scdn.co/image/ab67616d0000b273fe6a98e875958c7d7080584e,https://open.spotify.com/track/1yK9LISg5uBOOW5bT2Wm0i,2009
The Time (Dirty Bit),7vWFaMq63AwkFDhS2OAg5u,69,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,2010,dance pop,0.0664,0.0662,0.602,0.816,0.813,-7.798,0.436,307640,127.979,https://i.scdn.co/image/ab67616d0000b2734cb6f9960e9b5bce7e1babc0,https://open.spotify.com/track/7vWFaMq63AwkFDhS2OAg5u,2010
One - Radio Edit,41KPpw0EZCytxNkmEMJVgr,58,Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,2010,dance pop,0.0368,0.0075,0.147,0.802,0.781,-6.564,0.622,169920,125.026,https://i.scdn.co/image/ab67616d0000b273d4da0883b9edd33b5b2ceabf,https://open.spotify.com/track/41KPpw0EZCytxNkmEMJVgr,2010
We No Speak Americano (Edit),37dYAkMa4lzRCH6kDbMT1L,64,Yolanda Be Cool,4KkHjCe8ouh8C2P9LPoD4F,2010,australian dance,0.0468,0.0748,0.0914,0.902,0.805,-5.003,0.745,157438,124.985,https://i.scdn.co/image/ab67616d0000b273d9f80b2064ea74295afe64cc,https://open.spotify.com/track/37dYAkMa4lzRCH6kDbMT1L,2020
Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk,79,Adele,4dpARuHxo51G3z768sgnrY,2011,british soul,0.0298,0.138,0.0473,0.73,0.769,-5.114,0.507,228093,104.948,https://i.scdn.co/image/ab67616d0000b2732118bf9b198b05a95ded6300,https://open.spotify.com/track/1c8gk2PeTE04A1pIDH9YMk,2011
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7LcfRTgAVTs5pQGEQgUEzN,70,Maroon 5,04gDigrS5kc9YWfZHwBETP,2011,pop,0.0471,0.0111,0.308,0.722,0.758,-4.477,0.62,201160,128.047,https://i.scdn.co/image/ab67616d0000b273ce70cb2d7063cf869f9f1239,https://open.spotify.com/track/7LcfRTgAVTs5pQGEQgUEzN,2010
Party Rock Anthem,0IkKz2J93C94Ei4BvDop7P,68,LMFAO,3sgFRtyBnxXD5ESfmbK4dl,2011,dance pop,0.142,0.0189,0.266,0.75,0.727,-4.21,0.359,262173,129.993,https://i.scdn.co/image/ab67616d0000b273d77a9a738c99b8c4f7a7c3ee,https://open.spotify.com/track/0IkKz2J93C94Ei4BvDop7P,2011
Firework,4r6eNCsrZnQWJzzvFh4nlg,69,Katy Perry,6jJ0s89eD6GaHleKKya26X,2011,dance pop,0.049,0.141,0.113,0.638,0.832,-5.039,0.648,227893,124.071,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,https://open.spotify.com/track/4r6eNCsrZnQWJzzvFh4nlg,2010
Grenade,2tJulUYLDKOg9XrtVkMgcJ,77,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,2011,dance pop,0.0542,0.148,0.107,0.704,0.558,-7.273,0.245,222091,110.444,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ,2010
Tongue Tied,0GO8y8jQk1PkHzS31d699N,77,Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,2011,indie poptimism,0.0439,0.00847,0.161,0.56,0.936,-5.835,0.371,218013,112.96,https://i.scdn.co/image/ab67616d0000b273d84a9bbcba91cb6a4a212b1b,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,2011
Sure Thing,0JXXNGljqupsJaZsgSbMZV,82,Miguel,360IAlyVv4PCEVjgyMZrxK,2011,dance pop,0.1,0.0267,0.191,0.684,0.607,-8.127,0.498,195373,81.001,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV,2010
Rocketeer,45sDIKapDyxPl307QpEAwl,68,Far East Movement,698hF4vcwHwPy8ltmXermq,2011,asian american hip hop,0.0461,0.181,0.267,0.664,0.845,-6.115,0.357,211253,96.005,https://i.scdn.co/image/ab67616d0000b27358b08d62231dfca8d358b876,https://open.spotify.com/track/45sDIKapDyxPl307QpEAwl,2010
Pretty Girl Rock,2Adn2LNgkHMH5TelQVAu4n,64,Keri Hilson,63wjoROpeh5f11Qm93UiJ1,2011,dance pop,0.246,0.203,0.0851,0.666,0.87,-5.004,0.9,243920,160.014,https://i.scdn.co/image/ab67616d0000b273e84bb2c09bb3b8f2d1675a81,https://open.spotify.com/track/2Adn2LNgkHMH5TelQVAu4n,2010
Just Can’t Get Enough,3JA9Jsuxr4xgHXEawAdCp4,76,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,2011,dance pop,0.179,0.186,0.105,0.659,0.628,-8.685,0.262,219427,94.05,https://i.scdn.co/image/ab67616d0000b2739efc623f9c64c8efb583b186,https://open.spotify.com/track/3JA9Jsuxr4xgHXEawAdCp4,2010
No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,76,Waka Flocka Flame,6f4XkbvYlXMH0QgVRzW0sM,2011,atl hip hop,0.0391,0.00544,0.241,0.76,0.595,-6.366,0.361,263773,131.497,https://i.scdn.co/image/fade577145599daff924bb7b28386a84f67bd1db,https://open.spotify.com/track/03tqyYWC9Um2ZqU0ZN849H,2010
You Make Me Feel... (feat. Sabi),16Of7eeW44kt0a1M0nitHM,70,Cobra Starship,2aYJ5LAta2ScCdfLhKgZOY,2011,dance pop,0.0535,0.0191,0.0385,0.668,0.857,-2.944,0.748,215693,131.959,https://i.scdn.co/image/ab67616d0000b273a4c01842096428fb14859bdc,https://open.spotify.com/track/16Of7eeW44kt0a1M0nitHM,2011
Who's That Chick? (feat. Rihanna),3FrX3mx8qq7SZX2NYbzDoj,56,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,2011,big room,0.116,0.00372,0.0458,0.675,0.601,-4.733,0.931,201040,127.938,https://i.scdn.co/image/ab67616d0000b273ec883cb0fda4d53ff07ac1d0,https://open.spotify.com/track/3FrX3mx8qq7SZX2NYbzDoj,2010
Headlines,6LxSe8YmdPxy095Ux6znaQ,76,Drake,3TVXtAsR1Inumwj472S9r4,2011,canadian hip hop,0.106,0.365,0.0917,0.636,0.566,-7.16,0.425,235987,151.894,https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550,https://open.spotify.com/track/6LxSe8YmdPxy095Ux6znaQ,2011
Super Bass,3hlksXnvbKogFdPbpO9vel,78,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,2011,dance pop,0.203,0.271,0.598,0.723,0.86,-4.357,0.667,200013,126.979,https://i.scdn.co/image/ab67616d0000b273aa7d2641af0fa4c1f76fafbf,https://open.spotify.com/track/3hlksXnvbKogFdPbpO9vel,2010
What the Hell,2z4U9d5OAA4YLNXoCgioxo,73,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,2011,canadian pop,0.0548,0.00472,0.14,0.578,0.926,-3.689,0.877,220707,149.976,https://i.scdn.co/image/ab67616d0000b27372c9f7a7c75eba39726106a6,https://open.spotify.com/track/2z4U9d5OAA4YLNXoCgioxo,2011
Midnight City,1eyzqe2QqGZUmfcPZtrIyt,71,M83,63MQldklfxkjYDoUE4Tppz,2011,french shoegaze,0.0356,0.0161,0.179,0.526,0.712,-6.525,0.32,241440,105.009,https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba,https://open.spotify.com/track/1eyzqe2QqGZUmfcPZtrIyt,2011
Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,71,Hot Chelle Rae,6jTnHxhb6cDCaCu4rdvsQ0,2011,dance pop,0.119,0.0764,0.163,0.686,0.783,-4.977,0.814,200467,99.978,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,https://open.spotify.com/track/2i0AUcEnsDm3dsqLrFWUCq,2011
Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8,75,Katy Perry,6jJ0s89eD6GaHleKKya26X,2011,dance pop,0.0415,0.00125,0.671,0.649,0.815,-3.796,0.765,230747,126.03,https://i.scdn.co/image/ab67616d0000b273937af329667311f4b2831616,https://open.spotify.com/track/455AfCsOhhLPRc68sE01D8,2012
The Show Goes On,4NTWZqvfQTlOMitlVn6tew,69,Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,2011,alternative hip hop,0.115,0.0189,0.155,0.591,0.889,-3.839,0.65,239613,143.067,https://i.scdn.co/image/ab67616d0000b27320cac893b7a494f729128dac,https://open.spotify.com/track/4NTWZqvfQTlOMitlVn6tew,2011
What's My Name?,6DkXLzBQT7cwXmTyzAB1DJ,71,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2011,barbadian pop,0.074,0.182,0.0843,0.689,0.784,-2.972,0.561,263173,99.954,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,https://open.spotify.com/track/6DkXLzBQT7cwXmTyzAB1DJ,2010
Love You Like A Love Song,0laYHRpNTS6i8FXdupHkJ4,80,Selena Gomez & The Scene,6dJeKm76NjfXBNTpHmOhfO,2011,dance pop,0.0469,0.0761,0.0741,0.858,0.678,-3.87,0.922,188453,117.009,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,https://open.spotify.com/track/0laYHRpNTS6i8FXdupHkJ4,2011
Love On Top,1z6WtY7X4HQJvzxC4UgkSf,74,Beyoncé,6vWDO969PvNqNYHIOW5v0m,2011,dance pop,0.0886,0.0848,0.604,0.652,0.749,-5.248,0.651,267413,94.103,https://i.scdn.co/image/ab67616d0000b273ff5429125128b43572dbdccd,https://open.spotify.com/track/1z6WtY7X4HQJvzxC4UgkSf,2011
Hey Baby (Drop It to the Floor) (feat. T-Pain),3rfhI32Il2hVRKDkuGeeen,71,Pitbull,0TnOYISbd1XYRBk9myaseg,2011,dance pop,0.0884,0.0434,0.259,0.595,0.912,-3.428,0.762,234453,128.024,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,https://open.spotify.com/track/3rfhI32Il2hVRKDkuGeeen,2011
Down With The Trumpets,1Fxp4LBWsNC58NwnGAXJld,59,Rizzle Kicks,2ajhZ7EA6Dec0kaWiKCApF,2011,dance pop,0.0806,0.087,0.24,0.753,0.88,-4.689,0.794,186851,115.057,https://i.scdn.co/image/ab67616d0000b273ae451c89ef63aa41005eded0,https://open.spotify.com/track/1Fxp4LBWsNC58NwnGAXJld,2011
How To Love,5W7BcYDIaeXnpG3e39T7hJ,66,Lil Wayne,55Aa2cqylxrFIXC767Z865,2011,hip hop,0.0418,0.000177,0.108,0.644,0.661,-6.093,0.272,240307,153.992,https://i.scdn.co/image/ab67616d0000b273e80b258c7e0b318202870953,https://open.spotify.com/track/5W7BcYDIaeXnpG3e39T7hJ,2011
All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,75,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,2011,chicago rap,0.0717,0.0796,0.176,0.531,0.803,-3.284,0.221,299613,142.113,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,https://open.spotify.com/track/22L7bfCiAkJo5xGSQgmiIO,2010
Donald Trump,3uulVrxiI7iLTjOBZsaiF8,60,Mac Miller,4LLpKhyESsyAXpc4laK94U,2011,hip hop,0.118,0.119,0.391,0.636,0.901,-7.094,0.836,165908,162.994,https://i.scdn.co/image/ab67616d0000b273abe13c3228acc0aa278fa4dc,https://open.spotify.com/track/3uulVrxiI7iLTjOBZsaiF8,2011
We R Who We R,3LUWWox8YYykohBbHUrrxd,71,Kesha,6LqNN22kT3074XbTVUrhzX,2011,dance pop,0.0407,0.00987,0.117,0.736,0.817,-4.9,0.653,204760,119.95,https://i.scdn.co/image/ab67616d0000b2733556ff5e46e50eb27be71ebe,https://open.spotify.com/track/3LUWWox8YYykohBbHUrrxd,2010
Who Says,3TcL0dyCMyr0kyTTc4NLgI,75,Selena Gomez & The Scene,6dJeKm76NjfXBNTpHmOhfO,2011,dance pop,0.0479,0.0843,0.149,0.682,0.927,-2.915,0.744,195613,101.019,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,https://open.spotify.com/track/3TcL0dyCMyr0kyTTc4NLgI,2011
Down On Me,0x3TibRgnSqzkcwrqBd4iX,73,Jeremih,3KV3p5EY4AvKxOlhGHORLg,2011,chicago rap,0.114,0.0369,0.111,0.7,0.598,-7.783,0.594,228453,160.041,https://i.scdn.co/image/ab67616d0000b273ee6271e9d8488289b6a4aa63,https://open.spotify.com/track/0x3TibRgnSqzkcwrqBd4iX,2010
S&M,7ySUcLPVX7KudhnmNcgY2D,78,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2011,barbadian pop,0.0411,0.0105,0.0887,0.769,0.684,-5.019,0.835,243600,127.972,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,https://open.spotify.com/track/7ySUcLPVX7KudhnmNcgY2D,2010
Motivation,6rbhWExtuchhpLC5fHnB8n,62,Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,2011,atl hip hop,0.0418,0.187,0.105,0.744,0.672,-5.589,0.266,230560,140.889,https://i.scdn.co/image/ab67616d0000b273d272bbaa2923647c8b13f43e,https://open.spotify.com/track/6rbhWExtuchhpLC5fHnB8n,2011
6 Foot 7 Foot,5Qy6a5KzM4XlRxsNcGYhgH,71,Lil Wayne,55Aa2cqylxrFIXC767Z865,2011,hip hop,0.304,0.0007,0.318,0.364,0.752,-5.429,0.606,248587,79.119,https://i.scdn.co/image/ab67616d0000b273e80b258c7e0b318202870953,https://open.spotify.com/track/5Qy6a5KzM4XlRxsNcGYhgH,2011
On The Floor,3C0nOe05EIt1390bVABLyN,78,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,2011,dance pop,0.0496,0.105,0.0691,0.73,0.777,-5.194,0.575,284867,130.0,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN,2011
I Follow Rivers - The Magician Remix,3zNNXjjjeLrzIXSJZKalDi,62,Lykke Li,6oBm8HB0yfrIc9IHbxs6in,2011,art pop,0.0406,0.0179,0.0823,0.785,0.7,-5.81,0.296,279636,122.031,https://i.scdn.co/image/ab67616d0000b273912f9e5f87201b6bf9e4f5ef,https://open.spotify.com/track/3zNNXjjjeLrzIXSJZKalDi,2021
I'm On One,608a1wIsSd5KzMEqm1O7w3,69,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,2011,hip hop,0.318,0.0536,0.631,0.413,0.807,-3.499,0.438,296147,149.33,https://i.scdn.co/image/ab67616d0000b273dd87a2f68949c8fcbbec91be,https://open.spotify.com/track/608a1wIsSd5KzMEqm1O7w3,2011
Blow,3pYDZTJM2tVBUhIRifWVzI,68,Kesha,6LqNN22kT3074XbTVUrhzX,2011,dance pop,0.0392,0.00334,0.073,0.753,0.729,-3.862,0.812,219973,120.013,https://i.scdn.co/image/ab67616d0000b2733556ff5e46e50eb27be71ebe,https://open.spotify.com/track/3pYDZTJM2tVBUhIRifWVzI,2010
Buzzin Remix,7BmI4hAj6dXIQgA77ZlOzm,50,Mann,3sAHunotiQdUXKSsFj5KUg,2011,pop rap,0.146,0.0887,0.283,0.687,0.939,-4.372,0.539,224333,104.029,https://i.scdn.co/image/ab67616d0000b2737e4c87e635336d6b5693b6da,https://open.spotify.com/track/7BmI4hAj6dXIQgA77ZlOzm,2011
Bounce (feat. Kelis) - Radio Edit,36cmM3MBMWWCFIiQ90U4J8,62,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2011,dance pop,0.0399,0.0334,0.664,0.779,0.963,-2.125,0.759,222187,127.941,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,https://open.spotify.com/track/36cmM3MBMWWCFIiQ90U4J8,2012
Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,82,Foster The People,7gP3bB2nilZXLfPHJhMdvc,2011,indietronica,0.0292,0.145,0.0956,0.733,0.71,-5.849,0.965,239600,127.975,https://i.scdn.co/image/ab67616d0000b273121d5f92cf90576907dfb1e5,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,2011
Mr. Saxobeat,2ZAx6NDhX2yE5aL5ueEQgY,64,Alexandra Stan,0BmLNz4nSLfoWYW1cYsElL,2011,dance pop,0.0511,0.0276,0.14,0.72,0.925,-4.165,0.781,195105,127.004,https://i.scdn.co/image/ab67616d0000b273f7c52a30b67200e92b69a54e,https://open.spotify.com/track/2ZAx6NDhX2yE5aL5ueEQgY,2011
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),3hsmbFKT5Cujb5GQjqEU39,70,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2011,dance pop,0.184,0.0339,0.144,0.767,0.677,-6.128,0.538,222587,146.155,https://i.scdn.co/image/ab67616d0000b2730a1d20ec09cab4bb17a36aab,https://open.spotify.com/track/3hsmbFKT5Cujb5GQjqEU39,2011
Good Life,6OtCIsQZ64Vs1EbzztvAv4,72,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,2011,piano rock,0.052,0.0771,0.132,0.634,0.69,-7.804,0.645,253307,94.988,https://i.scdn.co/image/ab67616d0000b27377a7bd558d81172446e525bb,https://open.spotify.com/track/6OtCIsQZ64Vs1EbzztvAv4,2009
Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,81,Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,2011,dance pop,0.0976,0.0319,0.267,0.646,0.795,-3.293,0.796,210960,89.99,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz,2011
Springsteen,05ZACkzW8YbRq3eFgIfSNB,72,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,2011,contemporary country,0.0255,0.1,0.185,0.692,0.809,-5.935,0.927,263387,104.023,https://i.scdn.co/image/ab67616d0000b273c1bc36faa8afff2b5273490b,https://open.spotify.com/track/05ZACkzW8YbRq3eFgIfSNB,2011
Roll Up,53DB6LJV9B8sz0p1s6tlGS,61,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,2011,dance pop,0.192,0.0524,0.0914,0.523,0.805,-5.473,0.602,227773,125.358,https://i.scdn.co/image/ab67616d0000b273fe3cf32b1320e8ded39d8c74,https://open.spotify.com/track/53DB6LJV9B8sz0p1s6tlGS,2011
E.T.,36ux3YuUsGTWPT8fXclS45,68,Katy Perry,6jJ0s89eD6GaHleKKya26X,2011,dance pop,0.175,0.0181,0.369,0.62,0.869,-5.252,0.76,229573,151.684,https://i.scdn.co/image/ab67616d0000b273937af329667311f4b2831616,https://open.spotify.com/track/36ux3YuUsGTWPT8fXclS45,2012
It Girl,4fINc8dnfcz7AdhFYVA4i7,69,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,2011,dance pop,0.0605,0.0165,0.104,0.668,0.718,-4.736,0.345,192200,91.993,https://i.scdn.co/image/ab67616d0000b273644681440f5bf0fa272b0745,https://open.spotify.com/track/4fINc8dnfcz7AdhFYVA4i7,2011
