Title,trackId,Popularity,Artist,artistId,Top Year,Genre,Speechiness,Acousticness,Liveness,Danceability,Energy,Loudness,Valence,Duration,BPM,ImageURL,SpotifyURL,Release Date
The Bigger Picture,3HNWVQHXpW70ubsDhvnegu,60,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2020,atl hip hop,0.334,0.0127,0.244,0.59,0.618,-5.756,0.153,252729,96.459,https://i.scdn.co/image/ab67616d0000b273aca2750de362a4660b693411,https://open.spotify.com/track/3HNWVQHXpW70ubsDhvnegu,2020
Only Human,0jbM9sijzpsONbqbMtsguR,3,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,2020,boy band,0.0721,0.107,0.0645,0.795,0.496,-5.883,0.873,183000,94.01,https://i.scdn.co/image/ab67616d0000b273867fc3022598a5a56a441852,https://open.spotify.com/track/0jbM9sijzpsONbqbMtsguR,2020
The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,74,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2020,brooklyn drill,0.104,0.0221,0.259,0.49,0.618,-5.655,0.286,201600,99.7,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,2020
Sum 2 Prove,7nk0dNiKc4rB9jTiXT3V46,53,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2020,atl hip hop,0.274,0.0169,0.122,0.827,0.552,-7.571,0.408,205760,124.011,https://i.scdn.co/image/ab67616d0000b27376a4577dd654bf457a4ad1f8,https://open.spotify.com/track/7nk0dNiKc4rB9jTiXT3V46,2020
Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,82,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2020,dance pop,0.0418,0.223,0.382,0.597,0.45,-6.658,0.537,228482,178.765,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,2020
Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,78,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2020,brooklyn drill,0.368,0.487,0.0848,0.48,0.602,-6.335,0.269,213333,179.798,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,2020
You should be sad,2rvFFivq9VfdZYe8Parx4i,26,Halsey,26VFTg2z8YR0cCuwLzESi2,2020,dance pop,0.0276,0.143,0.109,0.591,0.585,-6.35,0.323,205473,110.943,https://i.scdn.co/image/ab67616d0000b2738ea3c04934d949c1a5948921,https://open.spotify.com/track/2rvFFivq9VfdZYe8Parx4i,2020
Dior - Bonus,41Ee1u8ignxtICyaPI5OqO,52,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2020,brooklyn drill,0.334,0.208,0.402,0.719,0.797,-5.94,0.684,216387,142.054,https://i.scdn.co/image/ab67616d0000b27362a57823eced1cb4fd93b2c1,https://open.spotify.com/track/41Ee1u8ignxtICyaPI5OqO,2020
Supalonely,4nK5YrxbMGZstTLbvj6Gxw,70,BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,2020,alt z,0.0534,0.305,0.123,0.863,0.631,-4.689,0.817,223480,128.977,https://i.scdn.co/image/ab67616d0000b27382f4ec53c54bdd5be4eed4a0,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2019
Even Though I'm Leaving,5Fhe63YOMZsGdB3CgCDuBi,69,Luke Combs,718COspgdWOnwOFpJHRZHS,2020,contemporary country,0.0319,0.225,0.301,0.554,0.755,-6.04,0.624,225253,77.962,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,https://open.spotify.com/track/5Fhe63YOMZsGdB3CgCDuBi,2019
THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,75,THE SCOTTS,2PaZWGu5T5nHjY2xxAkFsT,2020,n,0.0514,0.233,0.157,0.716,0.537,-7.648,0.28,165978,129.979,https://i.scdn.co/image/ab67616d0000b27311d6f8c713ef93a9bb64ddfe,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk,2020
Juicy,7f5trao56t7sB7f14QDTmp,71,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,2020,dance pop,0.0668,0.102,0.0697,0.785,0.652,-2.607,0.484,203093,170.024,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,2019
Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,73,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,2020,black americana,0.0726,0.0469,0.126,0.727,0.626,-8.415,0.322,191406,86.97,https://i.scdn.co/image/ab67616d0000b273b670be86ddfa9d49caa56971,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,2020
Homesick,7wF1lPil5Y3zoFXqwMejn2,0,Brendan Brown,038LWx8G8racV6M6doTn48,2020,n,0.0412,0.767,0.0959,0.703,0.192,-15.024,0.372,191504,108.264,https://i.scdn.co/image/ab67616d0000b273c38ec14997830aa2fee9c400,https://open.spotify.com/track/7wF1lPil5Y3zoFXqwMejn2,2019
Rags2Riches 2 (feat. Lil Baby),0qJeyYAgv6UpvewUxRXAhb,6,Rod Wave,45TgXXqMDdF8BkjA83OM7z,2020,florida rap,0.241,0.147,0.124,0.874,0.443,-9.628,0.298,235988,118.004,https://i.scdn.co/image/ab67616d0000b27322ff91d8f39712b1c63bb0d4,https://open.spotify.com/track/0qJeyYAgv6UpvewUxRXAhb,2020
Bluebird,0kPeZAyIhIfeZNrtfjJGDB,68,Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,2020,contemporary country,0.0348,0.038,0.124,0.661,0.633,-5.986,0.613,209760,81.984,https://i.scdn.co/image/ab67616d0000b273753e552f06e10a4987ea455b,https://open.spotify.com/track/0kPeZAyIhIfeZNrtfjJGDB,2019
Wishing Well,5jCHTTA6l742BwHRC4hpmd,9,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2020,chicago rap,0.128,0.00336,0.267,0.65,0.613,-6.13,0.0804,194621,149.972,https://i.scdn.co/image/ab67616d0000b2735271e375ba80ed1a5ba08125,https://open.spotify.com/track/5jCHTTA6l742BwHRC4hpmd,2020
Does To Me (feat. Eric Church),0nGXi46VcQQ56ZJR428MKS,67,Luke Combs,718COspgdWOnwOFpJHRZHS,2020,contemporary country,0.0373,0.311,0.311,0.616,0.849,-4.897,0.638,223320,113.065,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,https://open.spotify.com/track/0nGXi46VcQQ56ZJR428MKS,2019
P*$$Y Fairy (OTW),7Ek7O4RkKQUx8uptSThUA4,0,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,2020,pop,0.216,0.536,0.102,0.559,0.519,-7.092,0.35,181860,128.252,https://i.scdn.co/image/ab67616d0000b273211e873aa8c3a79174f61ece,https://open.spotify.com/track/7Ek7O4RkKQUx8uptSThUA4,2020
ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,76,Surf Mesa,1lmU3giNF3CSbkVSQmLpHQ,2020,tropical house,0.0892,0.0686,0.393,0.674,0.774,-7.567,0.33,176547,112.05,https://i.scdn.co/image/ab67616d0000b273b3de5764cc02f94714487c86,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2019
More Than My Hometown,5vmzeIe5dkitayXhuynEjR,8,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,2020,contemporary country,0.0459,0.601,0.132,0.621,0.882,-5.01,0.574,216573,126.014,https://i.scdn.co/image/ab67616d0000b273bf0d6ace3240c1529c0585e6,https://open.spotify.com/track/5vmzeIe5dkitayXhuynEjR,2020
Lovin' on You,6XbrVyjjCdIHTFFeDBpNy5,0,Blake Combs,0PF84gSUsSK3aLJ3Y5ee7z,2020,n,0.0378,0.837,0.156,0.631,0.346,-10.978,0.688,178800,126.43,https://i.scdn.co/image/ab67616d0000b273089e8b11fd75dcf3bfec40a6,https://open.spotify.com/track/6XbrVyjjCdIHTFFeDBpNy5,2020
Said Sum,3sKz6Sd72K0ofPWcJPPk6H,65,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,2020,hip hop,0.353,0.0185,0.1,0.929,0.667,-6.789,0.274,155168,126.998,https://i.scdn.co/image/ab67616d0000b273b0c27c2c071c9dbef50ee8d9,https://open.spotify.com/track/3sKz6Sd72K0ofPWcJPPk6H,2020
Slide,2rTnVB1bvwxHtaIl4uVu7f,63,H.E.R.,3Y7RZ31TRPVadSFVy1o8os,2020,pop,0.339,0.0807,0.207,0.832,0.469,-9.141,0.197,238321,97.023,https://i.scdn.co/image/ab67616d0000b2735cba0b7502c08a5077c5a3f9,https://open.spotify.com/track/2rTnVB1bvwxHtaIl4uVu7f,2019
Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,69,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,2020,memphis hip hop,0.227,0.268,0.0713,0.867,0.744,-5.171,0.645,173288,84.005,https://i.scdn.co/image/ab67616d0000b273e64fb9f283bc9a258801b548,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg,2020
Levitating (feat. DaBaby),463CkQjx2Zk1yXoBuierM9,76,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2021,dance pop,0.0601,0.00883,0.0674,0.702,0.825,-3.787,0.915,203064,102.977,https://i.scdn.co/image/ab67616d0000b27349caa4fc6f962057ba65576a,https://open.spotify.com/track/463CkQjx2Zk1yXoBuierM9,2020
Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,82,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2021,canadian contemporary r&b,0.0325,0.0215,0.0936,0.65,0.825,-4.645,0.593,191014,118.091,https://i.scdn.co/image/ab67616d0000b273c6af5ffa661a365b77df6ef6,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,2021
Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,90,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2021,canadian contemporary r&b,0.0598,0.00146,0.0897,0.514,0.73,-5.934,0.334,200040,171.005,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020
Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,82,24kGoldn,6fWVd57NKTalqvmjRd2t8Z,2021,cali rap,0.0361,0.174,0.324,0.701,0.716,-3.671,0.732,140533,91.007,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,2021
good 4 u,4ZtFanR9U6ndgddUvNcjcG,86,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,0.154,0.335,0.0849,0.563,0.664,-5.044,0.688,178147,166.928,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,2021
Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,80,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,2021,dance pop,0.0286,0.235,0.123,0.762,0.701,-3.541,0.742,208867,110.968,https://i.scdn.co/image/ab67616d0000b273908280d9807127e185b71d56,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK,2021
Leave The Door Open,7MAibcTli4IisCtbHKrGMh,15,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,2021,dance pop,0.0324,0.182,0.0927,0.586,0.616,-7.964,0.719,242096,148.088,https://i.scdn.co/image/ab67616d0000b2736f9e6abbd6fa43ac3cdbeee0,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,2021
drivers license,5wANPM4fQCJwkGd4rN57mH,86,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,0.0578,0.768,0.106,0.561,0.431,-8.81,0.137,242013,143.875,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,2021
MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,77,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,2021,lgbtq+ hip hop,0.152,0.297,0.384,0.61,0.508,-6.682,0.758,137876,178.818,https://i.scdn.co/image/ab67616d0000b273664034dd80e91b28f773598d,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd,2021
Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,84,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021,canadian pop,0.119,0.321,0.42,0.677,0.696,-6.181,0.464,198082,90.03,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,2021
Butter,2bgTY4UwhfBYhGT4HUYStN,10,BTS,3Nrfpe0tUJi4K4DXYWgMUX,2021,k-pop,0.0948,0.00323,0.0906,0.759,0.459,-5.187,0.695,164442,109.997,https://i.scdn.co/image/ab67616d0000b2736bb2b8231817c8d205d07fb2,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN,2021
STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,87,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,2021,australian hip hop,0.0483,0.0383,0.103,0.591,0.764,-5.484,0.478,141806,169.928,https://i.scdn.co/image/ab67616d0000b27341e31d6ea1d493dd77933ee5,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20,2021
deja vu,6HU7h9RYOaPRFeh0R3UeAr,86,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,0.112,0.584,0.37,0.442,0.612,-7.222,0.178,215507,180.917,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,2021
positions,35mvY5S1H3J2QZyna3TFe0,83,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2021,dance pop,0.0878,0.468,0.0931,0.737,0.802,-4.771,0.682,172325,144.015,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,2020
Bad Habits,3rmo8F54jFF8OgYsqTxm5d,86,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2021,pop,0.0347,0.0451,0.366,0.807,0.893,-3.745,0.537,230747,126.011,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,2021
Heat Waves,02MWAaffLxlfxAUY7c5dvx,86,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,2021,gauze pop,0.0944,0.44,0.0921,0.761,0.525,-6.9,0.531,238805,80.87,https://i.scdn.co/image/ab67616d0000b2739e495fb707973f3390850eea,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,2020
WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,78,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,2021,australian hip hop,0.0299,0.213,0.134,0.662,0.413,-7.357,0.467,161385,93.005,https://i.scdn.co/image/ab67616d0000b273df16d539f508603bfb1efe02,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,2020
Forever After All,6IBcOGPsniK3Pso1wHIhew,78,Luke Combs,718COspgdWOnwOFpJHRZHS,2021,contemporary country,0.0253,0.191,0.0933,0.487,0.65,-5.195,0.456,232533,151.964,https://i.scdn.co/image/ab67616d0000b273433fa8ed8901569b606a715e,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew,2020
Go Crazy,1IIKrJVP1C9N7iPtG6eOsK,77,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,2021,dance pop,0.145,0.316,0.25,0.755,0.578,-8.932,0.581,176960,94.148,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,2020
Astronaut In The Ocean,3Ofmpyhv5UAQ70mENzB277,78,Masked Wolf,1uU7g3DNSbsu0QjSEqZtEd,2021,australian hip hop,0.0913,0.175,0.15,0.778,0.695,-6.865,0.472,132780,149.996,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,https://open.spotify.com/track/3Ofmpyhv5UAQ70mENzB277,2021
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",3jjBPF4NDMCU51psU8JPpR,66,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2021,dance pop,0.304,0.205,0.227,0.88,0.662,-5.766,0.726,182438,109.988,https://i.scdn.co/image/ab67616d0000b27343d04ae192008a5113862faf,https://open.spotify.com/track/3jjBPF4NDMCU51psU8JPpR,2021
What You Know Bout Love,1tkg4EHVoqnhR6iFEXb60y,80,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2021,brooklyn drill,0.353,0.65,0.133,0.709,0.548,-8.493,0.543,160000,83.995,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,2020
my ex's best friend (with blackbear),7kDUspsoYfLkWnZR7qwHZl,77,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,2021,ohio hip hop,0.0434,0.00473,0.141,0.731,0.675,-5.134,0.298,139461,124.939,https://i.scdn.co/image/ab67616d0000b273d4d4929a3a86fe2f9fadbd42,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,2020
INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,84,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,2021,lgbtq+ hip hop,0.0615,0.0203,0.0501,0.736,0.704,-7.409,0.894,212000,149.995,https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK,2021
Therefore I Am,20R4HfKloPKgXDqU7UKk3x,72,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2021,art pop,0.0924,0.227,0.0583,0.879,0.365,-7.781,0.663,173539,94.016,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,https://open.spotify.com/track/20R4HfKloPKgXDqU7UKk3x,2021
Up,1XXimziG1uhM0eDNCZCrUl,72,Cardi B,4kYSro6naA4h99UJvo89HB,2021,dance pop,0.269,0.0012,0.0461,0.868,0.795,-6.044,0.819,156945,166.0,https://i.scdn.co/image/ab67616d0000b273d619b8baab0619516bb53804,https://open.spotify.com/track/1XXimziG1uhM0eDNCZCrUl,2021
Fancy Like,3ZozFqJJlDBNIm4xqxn2ZD,9,Walker Hayes,7sKxqpSqbIzphAKAhrqvlf,2021,contemporary country,0.0574,0.114,0.317,0.649,0.76,-6.487,0.843,161853,80.018,https://i.scdn.co/image/ab67616d0000b2733c6ee37ea6c8d68b7e599b41,https://open.spotify.com/track/3ZozFqJJlDBNIm4xqxn2ZD,2021
DÁKITI,47EiUVwUp4C9fGccaPuUCS,82,Bad Bunny,4q3ewBCX7sLwd24euuV69X,2021,reggaeton,0.0544,0.401,0.113,0.731,0.573,-10.059,0.145,205090,109.928,https://i.scdn.co/image/ab67616d0000b27334c8199b0b3b3fb42b8a98a8,https://open.spotify.com/track/47EiUVwUp4C9fGccaPuUCS,2020
Best Friend (feat. Doja Cat),2etHQJxIbV0soyPhelVs9Y,73,Saweetie,6cK3NBO6uP7hh0oyuVELFl,2021,cali rap,0.136,0.00302,0.0684,0.84,0.766,-4.12,0.402,155884,94.018,https://i.scdn.co/image/ab67616d0000b2739aeed9bbffaac4c99cc4c4d9,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y,2021
RAPSTAR,43PGPuHIlVOc04jrZVh9L6,17,Polo G,6AgTAQt8XS6jRWi4sX7w49,2021,chicago rap,0.242,0.41,0.129,0.789,0.536,-6.862,0.437,165926,81.039,https://i.scdn.co/image/ab67616d0000b273175715816616d0fb317fabeb,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6,2021
Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,83,Giveon,4fxd5Ee7UefO4CUXgwJ7IP,2021,pop,0.0791,0.524,0.303,0.449,0.465,-8.964,0.543,198371,89.087,https://i.scdn.co/image/ab67616d0000b27318ff322fcdd47c9400872da6,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,2020
For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,80,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,2021,brooklyn drill,0.2,0.114,0.193,0.823,0.586,-6.606,0.347,190476,125.971,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,2020
Calling My Phone,3J8EOeKLTLXORtWPpOU5bE,80,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,2021,brooklyn drill,0.0539,0.451,0.135,0.907,0.393,-7.636,0.202,205458,104.949,https://i.scdn.co/image/ab67616d0000b2735af0305457ff290e06dcc4c2,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE,2021
Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,80,Maroon 5,04gDigrS5kc9YWfZHwBETP,2021,pop,0.027,0.0377,0.154,0.713,0.676,-5.483,0.721,227395,99.048,https://i.scdn.co/image/ab67616d0000b27386a8ab515de4b7aef28cd631,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL,2021
Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,73,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021,canadian pop,0.36,0.196,0.0898,0.673,0.704,-8.056,0.372,212093,86.919,https://i.scdn.co/image/ab67616d0000b273572c68f79b356c21202e248c,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,2020
On Me,4Iedi94TIaB2GGb1nMB68v,76,Lil Baby,5f7VJjfbwm532GiveGC0ZK,2021,atl hip hop,0.392,0.00327,0.134,0.856,0.564,-6.295,0.483,135960,77.972,https://i.scdn.co/image/ab67616d0000b2738de3ce24866dcc8ffddbebac,https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v,2020
you broke me first,45bE4HXI0AwGZXfZtMp8JR,83,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2021,pop,0.05,0.785,0.0906,0.667,0.373,-9.389,0.0823,169266,124.148,https://i.scdn.co/image/ab67616d0000b2730c2c97099fd6a637ed0aa4a4,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,2020
traitor,5CZ40GBx1sQ9agT82CLQCT,86,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,2021,pop,0.0338,0.691,0.12,0.38,0.339,-7.885,0.0849,229227,100.607,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,2021
Back In Blood (feat. Lil Durk),7JuHVG3qQKQKxC4doneXVW,70,Pooh Shiesty,5F1aAS1duwlzExnPs3l2Xe,2021,memphis hip hop,0.384,0.151,0.126,0.759,0.538,-8.256,0.831,184490,146.933,https://i.scdn.co/image/ab67616d0000b27332c5d1e207364562fe2160b7,https://open.spotify.com/track/7JuHVG3qQKQKxC4doneXVW,2020
I Hope (feat. Charlie Puth),5cYFwgA5dHoqR3xGnlr9ew,63,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,2021,contemporary country,0.0401,0.171,0.158,0.563,0.576,-6.495,0.412,211605,75.019,https://i.scdn.co/image/ab67616d0000b27366ffb23d13b04824e04f30d2,https://open.spotify.com/track/5cYFwgA5dHoqR3xGnlr9ew,2020
Dynamite,4saklk6nie3yiGePpBwUoc,10,BTS,3Nrfpe0tUJi4K4DXYWgMUX,2021,k-pop,0.0993,0.0112,0.0936,0.746,0.765,-4.41,0.737,199054,114.044,https://i.scdn.co/image/ab67616d0000b2733deb4b0115410a85afe31c29,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,2020
Wockesha,0nqhKXDjsyBMvbeWmgijD0,67,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,2021,hip hop,0.619,0.129,0.0749,0.582,0.537,-9.229,0.771,180930,82.103,https://i.scdn.co/image/ab67616d0000b273b9ba23c2a9edf6f4b7e48bed,https://open.spotify.com/track/0nqhKXDjsyBMvbeWmgijD0,2021
You Right,0k4d5YPDr1r7FX77VdqWez,82,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,2021,dance pop,0.0565,0.0164,0.0845,0.828,0.621,-6.414,0.436,186173,128.986,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez,2021
Beat Box 2 (feat. Pooh Shiesty),4viLFSt63lJgCEZMfJwxI4,19,SpotemGottem,3Y2MLcrD3ZQXRXmtn4fZQx,2021,florida rap,0.245,0.116,0.0991,0.808,0.313,-7.992,0.277,181087,159.951,https://i.scdn.co/image/ab67616d0000b2738622cd01e1ba371f05500a0b,https://open.spotify.com/track/4viLFSt63lJgCEZMfJwxI4,2020
Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,79,Drake,3TVXtAsR1Inumwj472S9r4,2021,canadian hip hop,0.134,0.244,0.107,0.761,0.518,-8.871,0.522,261493,133.976,https://i.scdn.co/image/ab67616d0000b27352c75ed37313b889447011ef,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2020
Need to Know,3Vi5XqYrmQgOYBajMWSvCi,82,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,2021,dance pop,0.0707,0.304,0.0926,0.664,0.609,-6.509,0.194,210560,130.041,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,2021
Wants and Needs (feat. Lil Baby),65OVbaJR5O1RmwOQx0875b,83,Drake,3TVXtAsR1Inumwj472S9r4,2021,canadian hip hop,0.286,0.0618,0.119,0.578,0.449,-6.349,0.1,192956,136.006,https://i.scdn.co/image/ab67616d0000b2738b20e4631fa15d3953528bbc,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b,2021
Way 2 Sexy (with Future & Young Thug),0k1WUmIRnG3xU6fvvDVfRG,78,Drake,3TVXtAsR1Inumwj472S9r4,2021,canadian hip hop,0.141,0.000619,0.323,0.803,0.597,-6.035,0.331,257605,136.008,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,2021
telepatía,6tDDoYIxWvMLTdKpjFkc1B,81,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,2021,colombian pop,0.0502,0.112,0.203,0.653,0.524,-9.016,0.553,160191,83.97,https://i.scdn.co/image/ab67616d0000b273044a5466dac00f7b3c570b99,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,2020
Whoopty,5vGLcdRuSbUhD8ScwsGSdA,73,CJ,7arQA31aZVS8yS6zUveWzb,2021,nyc rap,0.125,0.2,0.127,0.719,0.648,-7.6,0.66,123263,140.201,https://i.scdn.co/image/ab67616d0000b2735038c2513329a3123b62923d,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA,2020
